stock_code,company_name,corp_code,total_score,profitability_score,stability_score,efficiency_score,growth_score,valuation_score,financial_records,latest_year,analysis_date,매출액_amount,영업이익_amount,당기순이익_amount,총자산_amount,자기자본_amount,부채총계_amount,유동자산_amount,ROE,영업이익률,순이익률,부채비율,총자산회전율,성장성,가치평가,유동부채_amount,유동비율
000230,일동홀딩스,00146083,54,20,0,7,15,12,211,2023,2025-07-19 17:22:17,638447517670.0,79561775827.0,59586796590.0,876999054796.0,42169505697.0,707097204368.0,1016132324.0,141.3%,12.5%,9.3%,1676.8%,0.73회,추정값,추정값,175449453878.0,0.6%
054930,유신,00144650,54,17,0,10,15,12,103,2023,2025-07-19 17:22:33,341055308847.0,18309702869.0,20095002637.0,236936562356.0,15000000000.0,109980709501.0,1899164891.0,134.0%,5.4%,5.9%,733.2%,1.44회,추정값,추정값,5143513888.0,36.9%
017810,풀무원,00155355,54,7,10,10,15,12,254,2023,2025-07-19 17:22:13,2993468191302.0,61981274528.0,19515792298.0,2156789583390.0,145076414990.0,1650244942362.0,143321421.0,13.5%,2.1%,0.7%,1137.5%,1.39회,추정값,추정값,8355322.0,1715.3%
042040,케이피엠테크,00206686,54,19,8,0,15,12,195,2023,2025-07-19 17:22:20,45501203395.0,14460083741.0,5050080555.0,174452358028.0,88480634676.0,49061791741.0,589004875.0,5.7%,31.8%,11.1%,55.4%,0.26회,추정값,추정값,8463288503.0,7.0%
024830,세원물산,00173591,54,15,10,2,15,12,140,2023,2025-07-19 17:22:29,193044822258.0,5906879018.0,12732951871.0,462467731465.0,4175000000.0,105729475569.0,216643323173.0,305.0%,3.1%,6.6%,2532.4%,0.42회,추정값,추정값,32951735539.0,657.5%
045970,코아시아,00271501,54,17,0,10,15,12,236,2023,2025-07-19 17:22:14,377629884303.0,25491183071.0,26374472352.0,354942471462.0,69327717609.0,215182439320.0,,38.0%,6.8%,7.0%,310.4%,1.06회,추정값,추정값,29259954211.0,
064400,LG씨엔에스,00139834,54,17,0,10,15,12,192,2023,2025-07-19 17:22:20,5605300168000.0,464048383000.0,332322251000.0,4040679600000.0,35040786000.0,2172423337000.0,638036000.0,948.4%,8.3%,5.9%,6199.7%,1.39회,추정값,추정값,24135392000.0,2.6%
052400,코나아이,00349732,54,23,0,4,15,12,234,2023,2025-07-19 17:22:15,280222091498.0,33683780235.0,36397281809.0,461546502142.0,125113349.0,288442575163.0,80919427.0,29091.4%,12.0%,13.0%,230545.0%,0.61회,추정값,추정값,1158310501.0,7.0%
003720,삼영,00127255,54,20,0,7,15,12,128,2023,2025-07-19 17:22:31,122586707813.0,6029549093.0,18633494905.0,132156558539.0,25695548200.0,64933627511.0,1208954061.0,72.5%,4.9%,15.2%,252.7%,0.93회,추정값,추정값,,
054670,대한뉴팜,00207375,54,17,0,10,15,12,129,2023,2025-07-19 17:22:31,204222610934.0,18809277041.0,12541893733.0,176927196379.0,7177460000.0,67571299904.0,320616000.0,174.7%,9.2%,6.1%,941.4%,1.15회,추정값,추정값,5813380773.0,5.5%
019680,대교,00108913,54,7,10,10,15,12,193,2023,2025-07-19 17:22:20,659740743270.0,27779172712.0,2450467821.0,604526705400.0,20460208116.0,296001589250.0,477998684648.0,12.0%,4.2%,0.4%,1446.7%,1.09회,추정값,추정값,84664749821.0,564.6%
000430,대원강업,00111847,54,17,0,10,15,12,189,2023,2025-07-19 17:22:21,1106756862193.0,59171860226.0,60565358975.0,1026303658490.0,21079572652.0,408110668532.0,,287.3%,5.3%,5.5%,1936.0%,1.08회,추정값,추정값,35969198752.0,
006620,동구바이오제약,00114686,54,17,0,10,15,12,238,2023,2025-07-19 17:22:14,215686305355.0,14616047952.0,14740701136.0,191102905230.0,33062642014.0,80658016725.0,39113676.0,44.6%,6.8%,6.8%,244.0%,1.13회,추정값,추정값,7339526950.0,0.5%
004150,한솔홀딩스,00171636,54,13,10,4,15,12,189,2023,2025-07-19 17:22:21,443135225000.0,3998570000.0,7429321000.0,720105338000.0,26277436000.0,125877734000.0,514816216000.0,28.3%,0.9%,1.7%,479.0%,0.62회,추정값,추정값,689461000.0,74669.4%
000890,보해양조,00123541,54,13,10,4,15,12,134,2023,2025-07-19 17:22:30,93084785144.0,2803701933.0,3555068227.0,143300746774.0,13961581410.0,63286857321.0,87010949290.0,25.5%,3.0%,3.8%,453.3%,0.65회,추정값,추정값,2522452786.0,3449.5%
005390,신성통상,00136341,54,17,0,10,15,12,188,2023,2025-07-19 17:22:21,1542577088968.0,144094934645.0,113825375958.0,1069740616262.0,423925657496.0,1069740616262.0,,26.9%,9.3%,7.4%,252.3%,1.44회,추정값,추정값,10272273459.0,
058820,CMG제약,00380429,54,15,10,2,15,12,185,2023,2025-07-19 17:22:21,93906675105.0,3036940781.0,6455349074.0,242098204538.0,1293916537.0,51865516477.0,126361096170.0,498.9%,3.2%,6.9%,4008.4%,0.39회,추정값,추정값,27336204545.0,462.2%
054040,한국컴퓨터,00303396,54,17,0,10,15,12,139,2023,2025-07-19 17:22:30,371742901465.0,23801779319.0,21694707920.0,173693385329.0,9742636582.0,31439032151.0,715000000.0,222.7%,6.4%,5.8%,322.7%,2.14회,추정값,추정값,1589166005.0,45.0%
016590,신대양제지,00135777,54,20,0,7,15,12,184,2023,2025-07-19 17:22:22,645359891647.0,58513877508.0,67188294214.0,876212192768.0,6982815558.0,189456582350.0,12000000.0,962.2%,9.1%,10.4%,2713.2%,0.74회,추정값,추정값,66090481478.0,0.0%
036890,진성티이씨,00174208,54,17,0,10,15,12,146,2023,2025-07-19 17:22:29,485118584952.0,39589010073.0,28407293510.0,402862020333.0,11241134000.0,170722141792.0,26000000.0,252.7%,8.2%,5.9%,1518.7%,1.20회,추정값,추정값,20935935040.0,0.1%
004370,농심,00108241,54,17,0,10,15,12,195,2023,2025-07-19 17:22:20,3410559367259.0,212064743455.0,231128412605.0,3234751426458.0,123720854309.0,793949665281.0,9240416.0,186.8%,6.2%,6.8%,641.7%,1.05회,추정값,추정값,157287267.0,5.9%
037460,삼지전자,00128315,54,13,4,10,15,12,221,2023,2025-07-19 17:22:16,2526207927918.0,638821231.0,65611664875.0,1015542680922.0,249620876593.0,468966213537.0,460536285.0,26.3%,0.0%,2.6%,187.9%,2.49회,추정값,추정값,19956127902.0,2.3%
029480,광무,00186452,53,11,15,0,15,12,177,2023,2025-07-19 17:22:23,24240060004.0,,7280899975.0,129676750650.0,113777872119.0,15898878531.0,8540535.0,6.4%,,30.0%,14.0%,0.19회,추정값,추정값,832453264.0,1.0%
011690,와이투솔루션,00144720,53,1,15,10,15,12,215,2023,2025-07-19 17:22:17,136937717876.0,,345354383.0,124121630726.0,108862957043.0,22163186277.0,,0.3%,,0.3%,20.4%,1.10회,추정값,추정값,3686214123.0,
004020,현대제철,00145880,53,1,18,7,15,12,238,2023,2025-07-19 17:22:14,25914760456167.0,798325068073.0,4880710015.0,35218841930044.0,19100148562968.0,15722841602022.0,192685436692.0,0.0%,3.1%,0.0%,82.3%,0.74회,추정값,추정값,23160962895.0,831.9%
008470,부스타,00124276,53,11,5,10,15,12,143,2023,2025-07-19 17:22:29,101060228361.0,1540087069.0,1448541830.0,94386509294.0,8285077800.0,17030987718.0,2251911934.0,17.5%,1.5%,1.4%,205.6%,1.07회,추정값,추정값,1675220953.0,134.4%
012030,DB,00163345,53,17,5,4,15,12,198,2023,2025-07-19 17:22:19,458583862804.0,37022768314.0,25683673044.0,879384841947.0,99850661187.0,484173981399.0,3343257499.0,25.7%,8.1%,5.6%,484.9%,0.52회,추정값,추정값,3147700255.0,106.2%
052860,아이앤씨,00365758,53,1,18,7,15,12,256,2023,2025-07-19 17:22:13,64285596112.0,1433685935.0,62367104.0,67253083159.0,24619512274.0,22747496214.0,432386554.0,0.3%,2.2%,0.1%,92.4%,0.96회,추정값,추정값,136048076.0,317.8%
052190,세영디앤씨,00347877,53,18,8,0,15,12,168,2023,2025-07-19 17:22:25,327272727.0,,295348650.0,3280355428.0,1772032665.0,1508322763.0,,16.7%,,90.2%,85.1%,0.10회,추정값,추정값,57388592.0,
052300,오션인더블유,00349811,53,18,8,0,15,12,288,2023,2025-07-19 17:22:11,11863305356.0,101146959815.0,2363971740.0,538276742823.0,148549024505.0,128014280450.0,,1.6%,852.6%,19.9%,86.2%,0.02회,추정값,추정값,575447423.0,
049480,오픈베이스,00335076,53,11,5,10,15,12,153,2023,2025-07-19 17:22:27,204046578956.0,6605459348.0,5206370604.0,170701575094.0,30635144814.0,76102607820.0,6807490809.0,17.0%,3.2%,2.6%,248.4%,1.20회,추정값,추정값,6731452306.0,101.1%
003310,대주산업,00112457,53,17,2,7,15,12,185,2023,2025-07-19 17:22:21,104875998056.0,10149663332.0,10149663332.0,111337641407.0,10306968448.0,34658284670.0,417076089.0,98.5%,9.7%,9.7%,336.3%,0.94회,추정값,추정값,429879602.0,97.0%
059210,메타바이오메드,00317681,53,18,4,4,15,12,148,2023,2025-07-19 17:22:28,83100721820.0,211985749.0,10080409561.0,130124257568.0,31824111688.0,57462375611.0,,31.7%,0.3%,12.1%,180.6%,0.64회,추정값,추정값,12991118323.0,
041510,에스엠,00260930,53,14,8,4,15,12,241,2023,2025-07-19 17:22:14,961069716545.0,113463014394.0,87297073925.0,1540973937398.0,722506620168.0,631575864424.0,699428426.0,12.1%,11.8%,9.1%,87.4%,0.62회,추정값,추정값,1882468917.0,37.2%
049550,잉크테크,00261656,53,18,8,0,15,12,254,2023,2025-07-19 17:22:13,463257280.0,3845772380.0,3157393302.0,137227737667.0,73475835586.0,63985226272.0,21820566.0,4.3%,830.2%,681.6%,87.1%,0.00회,추정값,추정값,45891354043.0,0.0%
053030,바이넥스,00216027,53,4,18,4,15,12,192,2023,2025-07-19 17:22:20,154824775515.0,1042263178.0,7312189866.0,257011435955.0,135601690874.0,75686034725.0,183317250155.0,5.4%,0.7%,4.7%,55.8%,0.60회,추정값,추정값,8242972077.0,2223.9%
017550,수산세보틱스,00135111,53,11,8,7,15,12,187,2023,2025-07-19 17:22:21,226540510519.0,16398431249.0,16873038022.0,263117529522.0,119713011965.0,87612992058.0,345328598.0,14.1%,7.2%,7.4%,73.2%,0.86회,추정값,추정값,6939145082.0,5.0%
015890,태경산업,00153339,52,15,0,10,15,12,151,2023,2025-07-19 17:22:27,656027303168.0,44128087572.0,16274652231.0,635637932457.0,25871882711.0,185598432442.0,202702500.0,62.9%,6.7%,2.5%,717.4%,1.03회,추정값,추정값,24381019970.0,0.8%
016740,두올,00119672,52,15,0,10,15,12,199,2023,2025-07-19 17:22:19,753135642653.0,44088244906.0,20842559657.0,477089681561.0,13245705514.0,261501985696.0,136708436.0,157.4%,5.9%,2.8%,1974.2%,1.58회,추정값,추정값,,
003220,대원제약,00111999,52,15,0,10,15,12,173,2023,2025-07-19 17:22:24,526952045065.0,32232798510.0,23916930918.0,507998342357.0,1934466030.0,243733869786.0,23244660.0,1236.4%,6.1%,4.5%,12599.5%,1.04회,추정값,추정값,61043386747.0,0.0%
019590,에스유앤피,00136642,52,10,15,0,15,12,207,2023,2025-07-19 17:22:18,816582458.0,10582309920.0,,60062077231.0,30751513545.0,7606276126.0,4932000.0,,1295.9%,,24.7%,0.01회,추정값,추정값,,
035510,신세계 I&C,00219486,52,15,0,10,15,12,201,2023,2025-07-19 17:22:19,618922936014.0,39957882041.0,30441378559.0,476561497604.0,13037903983.0,94320451732.0,,233.5%,6.5%,4.9%,723.4%,1.30회,추정값,추정값,6671412214.0,
012510,더존비즈온,00172291,52,23,0,2,15,12,211,2023,2025-07-19 17:22:17,353562627173.0,69070239677.0,35161496454.0,883327559675.0,100822378852.0,437989023463.0,456783475.0,34.9%,19.5%,9.9%,434.4%,0.40회,추정값,추정값,13781689865.0,3.3%
002600,조흥,00149345,52,1,14,10,15,12,103,2023,2025-07-19 17:22:33,405945609421.0,15648302437.0,355244125.0,394002199996.0,149640119001.0,244362080995.0,165228704245.0,0.2%,3.9%,0.1%,163.3%,1.03회,추정값,추정값,53693866739.0,307.7%
024950,삼천리자전거,00128607,52,13,10,2,15,12,188,2023,2025-07-19 17:22:21,106783297522.0,45945380.0,5096968126.0,271350680444.0,68547174.0,113999836979.0,5229589969.0,7435.7%,0.0%,4.8%,166308.6%,0.39회,추정값,추정값,2088880804.0,250.4%
064800,포니링크,00392691,52,23,0,2,15,12,187,2023,2025-07-19 17:22:21,71463724854.0,9331191935.0,10535436181.0,197658872218.0,3669532450.0,49425476669.0,,287.1%,13.1%,14.7%,1346.9%,0.36회,추정값,추정값,11592812422.0,
000700,유수홀딩스,00163691,52,17,4,4,15,12,226,2023,2025-07-19 17:22:15,341773101419.0,21005544102.0,31913295509.0,514472137701.0,41056622416.0,68107152536.0,,77.7%,6.1%,9.3%,165.9%,0.66회,추정값,추정값,11020293707.0,
054920,한컴위드,00363592,52,13,2,10,15,12,226,2023,2025-07-19 17:22:16,410144584863.0,4953046125.0,4892184044.0,213815558548.0,3590785575.0,69302268969.0,1044727160.0,136.2%,1.2%,1.2%,1930.0%,1.92회,추정값,추정값,1192513869.0,87.6%
032860,더라미,00205687,52,3,15,7,15,12,182,2023,2025-07-19 17:22:22,50977133773.0,131.0,3293960804.0,65676018272.0,74424963520.0,13948916741.0,,4.4%,0.0%,6.5%,18.7%,0.78회,추정값,추정값,696628600.0,
041930,동아화성,00199988,52,15,0,10,15,12,136,2023,2025-07-19 17:22:30,368722029928.0,21636085181.0,14294319184.0,308058740841.0,18952561378.0,154085382724.0,488910509.0,75.4%,5.9%,3.9%,813.0%,1.20회,추정값,추정값,6397731437.0,7.6%
008420,문배철강,00121570,52,18,0,7,15,12,194,2023,2025-07-19 17:22:20,163633902034.0,3436828194.0,18559890622.0,231645964686.0,10251752500.0,47721898425.0,,181.0%,2.1%,11.3%,465.5%,0.71회,추정값,추정값,6044464116.0,
000320,노루홀딩스,00113508,52,15,0,10,15,12,239,2023,2025-07-19 17:22:14,1214616529837.0,1886433664.0,68926554474.0,1188823571530.0,72712353084.0,495031925010.0,,94.8%,0.2%,5.7%,680.8%,1.02회,추정값,추정값,169420109.0,
017890,한국알콜,00158565,52,13,8,4,15,12,352,2023,2025-07-19 17:22:09,415570171718.0,14333901531.0,10067529958.0,653170084371.0,26538070171.0,127157495072.0,581368949.0,37.9%,3.4%,2.4%,479.2%,0.64회,추정값,추정값,373468408.0,155.7%
046940,우원개발,00363246,52,1,14,10,15,12,167,2023,2025-07-19 17:22:25,252508569423.0,1357980797.0,1475092795.0,191495999217.0,53346607471.0,88246329358.0,88989467050.0,2.8%,0.5%,0.6%,165.4%,1.32회,추정값,추정값,27387514946.0,324.9%
002380,KCC,00105271,52,13,10,2,15,12,257,2023,2025-07-19 17:22:13,6288442613717.0,312530203929.0,120160162279.0,13353471078397.0,48084660000.0,7905941668878.0,9175278111709.0,249.9%,5.0%,1.9%,16441.7%,0.47회,추정값,추정값,44385098776.0,20672.0%
001130,대한제분,00113243,52,15,0,10,15,12,236,2023,2025-07-19 17:22:14,1441458547512.0,54859482247.0,81200923061.0,1401353854060.0,2628899108.0,407391972243.0,,3088.8%,3.8%,5.6%,15496.7%,1.03회,추정값,추정값,433358140.0,
003960,사조대림,00109718,52,15,0,10,15,12,220,2023,2025-07-19 17:22:16,2063074655686.0,128637166378.0,91338274035.0,1262971666006.0,45841235000.0,552092559042.0,57777705.0,199.2%,6.2%,4.4%,1204.4%,1.63회,추정값,추정값,260664888.0,22.2%
018500,동원금속,00118008,52,15,0,10,15,12,106,2023,2025-07-19 17:22:32,538640239424.0,35573266789.0,18168066939.0,487867520934.0,89710533157.0,487867520934.0,235387656.0,20.3%,6.6%,3.4%,543.8%,1.10회,추정값,추정값,1762653987.0,13.4%
013310,아진산업,00139083,52,18,0,7,15,12,128,2023,2025-07-19 17:22:31,764289803909.0,83852404913.0,51013403640.0,1009038575787.0,291915725160.0,717122850627.0,2631820000.0,17.5%,11.0%,6.7%,245.7%,0.76회,추정값,추정값,392866946846.0,0.7%
014160,대영포장,00111458,52,7,8,10,15,12,142,2023,2025-07-19 17:22:29,269455852349.0,11078018260.0,7925125110.0,221137778791.0,54197274500.0,46600849594.0,,14.6%,4.1%,2.9%,86.0%,1.22회,추정값,추정값,10918851074.0,
030000,제일기획,00148276,52,15,0,10,15,12,161,2023,2025-07-19 17:22:26,4138274796031.0,307522766415.0,187301872835.0,2889504607291.0,104019644120.0,1591740851472.0,219260280.0,180.1%,7.4%,4.5%,1530.2%,1.43회,추정값,추정값,18323947718.0,1.2%
012330,현대모비스,00164788,52,15,0,10,15,12,161,2023,2025-07-19 17:22:26,59254361000000.0,2295284000000.0,3422616000000.0,58585845000000.0,681939000000.0,17930546000000.0,788997000000.0,501.9%,3.9%,5.8%,2629.3%,1.01회,추정값,추정값,5877720000000.0,13.4%
000180,성창기업지주,00133335,52,25,0,0,15,12,160,2023,2025-07-19 17:22:26,166253799305.0,24022292887.0,27430617756.0,769067174916.0,57593100433.0,195769130917.0,1260000000.0,47.6%,14.4%,16.5%,339.9%,0.22회,추정값,추정값,87309884640.0,1.4%
005690,파미셀,00145163,52,6,15,4,15,12,104,2023,2025-07-19 17:22:32,56227378925.0,1295996455.0,3577983636.0,92518752840.0,45012723000.0,12121806513.0,117642350.0,7.9%,2.3%,6.4%,26.9%,0.61회,추정값,추정값,4358649535.0,2.7%
017900,광전자,00152729,52,21,4,0,15,12,199,2023,2025-07-19 17:22:19,2801274328.0,4405094540.0,959247559.0,251180472123.0,18052671595.0,19655544304.0,327239584.0,5.3%,157.3%,34.2%,108.9%,0.01회,추정값,추정값,1882287507.0,17.4%
036690,코맥스,00268118,52,15,0,10,15,12,160,2023,2025-07-19 17:22:26,137009128290.0,6446909139.0,7618385743.0,98300576554.0,11189315856.0,58018506402.0,228091000.0,68.1%,4.7%,5.6%,518.5%,1.39회,추정값,추정값,4934733777.0,4.6%
006120,SK디스커버리,00131832,52,4,14,7,15,12,231,2023,2025-07-19 17:22:15,8939216850779.0,351039813599.0,191034756926.0,12250710294978.0,3128056427266.0,6181138047283.0,7238413405999.0,6.1%,3.9%,2.1%,197.6%,0.73회,추정값,추정값,3351244739431.0,216.0%
052460,아이크래프트,00405719,52,11,4,10,15,12,130,2023,2025-07-19 17:22:31,138664496786.0,5149045968.0,5884031319.0,75418985860.0,36413893050.0,37525247049.0,26898001.0,16.2%,3.7%,4.2%,103.1%,1.84회,추정값,추정값,5711775162.0,0.5%
043650,국순당,00256715,52,17,8,0,15,12,182,2023,2025-07-19 17:22:22,70483966911.0,4464546772.0,3898017965.0,244796010519.0,4163977627.0,17707249928.0,1534667785.0,93.6%,6.3%,5.5%,425.2%,0.29회,추정값,추정값,956236484.0,160.5%
007280,한국특강,00124090,52,15,0,10,15,12,111,2023,2025-07-19 17:22:32,830391818276.0,47315792559.0,28125493377.0,560997435417.0,82273205871.0,334499280052.0,368193496.0,34.2%,5.7%,3.4%,406.6%,1.48회,추정값,추정값,93237566390.0,0.4%
004310,현대약품,00164706,52,11,4,10,15,12,158,2023,2025-07-19 17:22:26,180762658997.0,6926929270.0,6121759554.0,154629099583.0,37720656916.0,69967631960.0,335325944.0,16.2%,3.8%,3.4%,185.5%,1.17회,추정값,추정값,1645899240.0,20.4%
014470,부방,00243067,52,15,0,10,15,12,157,2023,2025-07-19 17:22:27,331046894011.0,342355688.0,26004983702.0,299873288165.0,5680544776.0,142502944671.0,994195460.0,457.8%,0.1%,7.9%,2508.6%,1.10회,추정값,추정값,20358298672.0,4.9%
014190,원익큐브,00128175,52,7,8,10,15,12,113,2023,2025-07-19 17:22:32,244376147023.0,5600959959.0,4952400910.0,139500489385.0,42002280385.0,35299849270.0,252618810.0,11.8%,2.3%,2.0%,84.0%,1.75회,추정값,추정값,2202435999.0,11.5%
056360,코위버,00360674,52,11,10,4,15,12,122,2023,2025-07-19 17:22:31,83354203788.0,2603185111.0,798680040.0,165969438226.0,4898400000.0,34031017375.0,59721460323.0,16.3%,3.1%,1.0%,694.7%,0.50회,추정값,추정값,621740061.0,9605.5%
045300,성우테크론,00350482,52,13,10,2,15,12,137,2023,2025-07-19 17:22:30,33775629980.0,808211684.0,1549263495.0,93366439010.0,4979792000.0,24607485804.0,64675066404.0,31.1%,2.4%,4.6%,494.1%,0.36회,추정값,추정값,3214108273.0,2012.2%
019010,베뉴지,00267906,52,25,0,0,15,12,182,2023,2025-07-19 17:22:22,65047220575.0,9216525312.0,13751466604.0,640362659228.0,184744827.0,279664379375.0,150793455.0,7443.5%,14.2%,21.1%,151378.7%,0.10회,추정값,추정값,1025398815.0,14.7%
066360,체리부로,00216434,52,15,0,10,15,12,225,2023,2025-07-19 17:22:16,399000340104.0,21020113354.0,13794878131.0,283753478753.0,23976007500.0,173979701549.0,,57.5%,5.3%,3.5%,725.6%,1.41회,추정값,추정값,24937995591.0,
003090,대웅,00111810,52,18,0,7,15,12,270,2023,2025-07-19 17:22:12,1813841462124.0,195606282852.0,38773852551.0,2359277174097.0,31992633625.0,922478396685.0,440245051.0,121.2%,10.8%,2.1%,2883.4%,0.77회,추정값,추정값,3405520735.0,12.9%
053610,프로텍,00325112,52,23,0,2,15,12,183,2023,2025-07-19 17:22:22,156071199156.0,17432961864.0,20614324565.0,362325689771.0,16172363466.0,47924003839.0,50368605.0,127.5%,11.2%,13.2%,296.3%,0.43회,추정값,추정값,6863091500.0,0.7%
050890,쏠리드,00364403,52,18,0,7,15,12,266,2023,2025-07-19 17:22:12,321364602371.0,,40881471295.0,457248293878.0,30610820000.0,184221247469.0,3621117210.0,133.6%,,12.7%,601.8%,0.70회,추정값,추정값,7856508249.0,46.1%
006880,신송홀딩스,00136402,52,4,14,7,15,12,139,2023,2025-07-19 17:22:30,193419654722.0,86889754.0,8770534478.0,242937272679.0,103552470549.0,139384802130.0,207875487954.0,8.5%,0.0%,4.5%,134.6%,0.80회,추정값,추정값,29458220073.0,705.7%
007660,이수페타시스,00107613,52,15,0,10,15,12,178,2023,2025-07-19 17:22:23,675332755709.0,,47723051484.0,626436318507.0,63246419000.0,359658155215.0,,75.5%,,7.1%,568.7%,1.08회,추정값,추정값,69144169661.0,
044490,태웅,00186799,52,17,4,4,15,12,139,2023,2025-07-19 17:22:30,443760096450.0,39527227608.0,34152304712.0,743221211754.0,148832001568.0,230795291971.0,198014497.0,22.9%,8.9%,7.7%,155.1%,0.60회,추정값,추정값,7065332312.0,2.8%
023440,제이스코홀딩스,00148531,52,9,14,2,15,12,178,2023,2025-07-19 17:22:23,55349435845.0,8360586051.0,732973.0,127924724055.0,36389183858.0,65145719325.0,93817008195.0,0.0%,15.1%,0.0%,179.0%,0.43회,추정값,추정값,6022144319.0,1557.9%
007860,서연,00163114,52,15,0,10,15,12,178,2023,2025-07-19 17:22:23,4020724761964.0,256859542763.0,112310874807.0,2771870652879.0,4187333836.0,1556642713410.0,7222980461.0,2682.2%,6.4%,2.8%,37175.0%,1.45회,추정값,추정값,319001759472.0,2.3%
041960,코미팜,00187415,52,23,0,2,15,12,197,2023,2025-07-19 17:22:19,42647034864.0,6273087670.0,5739453259.0,118597807079.0,3677341808.0,58582669205.0,1062238078.0,156.1%,14.7%,13.5%,1593.1%,0.36회,추정값,추정값,6354407509.0,16.7%
018620,우진비앤지,00103547,52,13,10,2,15,12,177,2023,2025-07-19 17:22:23,57919354665.0,713664789.0,1183857913.0,121582580795.0,161754316.0,49252200877.0,79745140812.0,731.9%,1.2%,2.0%,30448.8%,0.48회,추정값,추정값,18673600581.0,427.0%
003830,대한화섬,00113544,52,15,10,0,15,12,148,2023,2025-07-19 17:22:28,134407371795.0,2392490401.0,10427991011.0,860872753953.0,6640000000.0,143756014747.0,1389122269.0,157.0%,1.8%,7.8%,2165.0%,0.16회,추정값,추정값,33901483.0,4097.5%
053690,한미글로벌,00413523,52,15,0,10,15,12,199,2023,2025-07-19 17:22:19,412914975164.0,29630959031.0,14242612481.0,398871055382.0,46947033500.0,196050464261.0,,30.3%,7.2%,3.4%,417.6%,1.04회,추정값,추정값,87910362119.0,
025900,동화기업,00173032,52,21,4,0,15,12,299,2023,2025-07-19 17:22:10,16445799.0,16571978650.0,84482305664.0,2321756559605.0,986832993427.0,1334923566178.0,1365468230.0,8.6%,100767.2%,513701.4%,135.3%,0.00회,추정값,추정값,5468585502.0,25.0%
058610,에스피지,00220686,52,11,4,10,15,12,216,2023,2025-07-19 17:22:17,393785730793.0,15969877847.0,10995238460.0,346986705154.0,64759823474.0,128084871753.0,261209337.0,17.0%,4.1%,2.8%,197.8%,1.13회,추정값,추정값,8675450826.0,3.0%
056090,시지메드텍,00346610,52,1,22,2,15,12,259,2023,2025-07-19 17:22:12,34968541350.0,1622255971.0,1386505587.0,79097863489.0,62247717870.0,19198148466.0,45542044238.0,2.2%,4.6%,4.0%,30.8%,0.44회,추정값,추정값,10461398464.0,435.3%
019540,일지테크,00146560,52,15,0,10,15,12,150,2023,2025-07-19 17:22:28,628485714969.0,,44196808569.0,527540769631.0,5502835652.0,404874893413.0,6009431708.0,803.2%,,7.0%,7357.6%,1.19회,추정값,추정값,109347927332.0,5.5%
005070,코스모신소재,00129989,52,6,12,7,15,12,137,2023,2025-07-19 17:22:30,629578773085.0,32324547766.0,27036287901.0,672673343828.0,478782330149.0,193891013679.0,283745942.0,5.6%,5.1%,4.3%,40.5%,0.94회,추정값,추정값,32192274961.0,0.9%
020000,한섬,00188089,52,3,15,7,15,12,186,2023,2025-07-19 17:22:21,1528640729242.0,83868931928.0,2883723361.0,1724265473784.0,1394339128049.0,329926345735.0,11551846.0,0.2%,5.5%,0.2%,23.7%,0.89회,추정값,추정값,78569909732.0,0.0%
025880,케이씨피드,00101752,51,17,0,7,15,12,194,2023,2025-07-19 17:22:20,92576838916.0,6049004344.0,7153909326.0,98666405017.0,10255472033.0,32449685394.0,832863064.0,69.8%,6.5%,7.7%,316.4%,0.94회,추정값,추정값,2058605908.0,40.5%
047400,유니온머티리얼,00369833,51,20,0,4,15,12,158,2023,2025-07-19 17:22:26,116470234149.0,,18050286189.0,187088686775.0,11548492315.0,123358030616.0,584930.0,156.3%,,15.5%,1068.2%,0.62회,추정값,추정값,11313747.0,5.2%
063570,NICE인프라,00363769,51,15,5,4,15,12,177,2023,2025-07-19 17:22:23,287880665590.0,,15999918631.0,520049291507.0,36335490820.0,336126481136.0,2303123224.0,44.0%,,5.6%,925.1%,0.55회,추정값,추정값,2055832483.0,112.0%
020400,대동금속,00191287,51,4,10,10,15,12,160,2023,2025-07-19 17:22:26,133065161759.0,1301329207.0,1179786505.0,102674611649.0,22908503152.0,50236316857.0,73898233533.0,5.1%,1.0%,0.9%,219.3%,1.30회,추정값,추정값,14086242769.0,524.6%
006350,전북은행,00147295,51,24,0,0,15,12,147,2023,2025-07-19 17:22:28,1316242000000.0,271737000000.0,204521000000.0,24144648000000.0,2003888000000.0,22140760000000.0,,10.2%,20.6%,15.5%,1104.9%,0.05회,추정값,추정값,,
001250,GS글로벌,00138190,51,24,0,0,15,12,201,2023,2025-07-19 17:22:19,97560766129.0,76519058573.0,27765140851.0,1401098380370.0,206334410000.0,953110256832.0,2047614962.0,13.5%,78.4%,28.5%,461.9%,0.07회,추정값,추정값,183410681719.0,1.1%
027410,BGF,00219097,51,20,4,0,15,12,194,2023,2025-07-19 17:22:20,443173612089.0,,69136637008.0,2171266453121.0,246244034888.0,270623116664.0,458198610.0,28.1%,,15.6%,109.9%,0.20회,추정값,추정값,1023065865.0,44.8%
055490,테이팩스,00256955,51,9,8,7,15,12,143,2023,2025-07-19 17:22:29,145840123985.0,6620536446.0,8104139246.0,199881921831.0,77900802242.0,47191194203.0,169276843.0,10.4%,4.5%,5.6%,60.6%,0.73회,추정값,추정값,6854132344.0,2.5%
